rollno,register_sem,schedule_sem,subno,grade1,date_of_entry1,grade2,date_of_entry2,sub_type
2012MA09,3,3,MA591,,3/25/2021 12:05,,3/25/2021 12:05,CORE
2011EE09,3,3,EE595,,3/24/2021 20:40,,3/24/2021 20:40,CORE
2012MA14,3,3,MA529,,3/22/2021 21:28,,3/22/2021 21:28,Elective - I
2012MA10,3,3,MA521,,3/22/2021 15:23,,3/22/2021 15:23,CORE
2012CH19,3,3,CH525,,3/23/2021 10:22,,3/23/2021 10:22,CORE
2011EE10,3,3,EE595,,4/7/2021 22:33,,4/7/2021 22:33,CORE
2012PH03,3,3,PH523,,3/22/2021 20:47,,3/22/2021 20:47,CORE
2012MA14,3,3,MA591,,3/22/2021 21:28,,3/22/2021 21:28,CORE
2012MA11,3,3,MA591,,3/22/2021 18:06,,3/22/2021 18:06,CORE
2012MA10,3,3,MA523,,3/22/2021 15:23,,3/22/2021 15:23,CORE
2012MA08,3,3,MA521,,3/25/2021 20:57,,3/25/2021 20:57,CORE
2012CH19,3,3,CH527,,3/23/2021 10:22,,3/23/2021 10:22,CORE
2012CH08,3,3,CH521,,3/23/2021 10:12,,3/23/2021 10:12,CORE
2011EE12,3,3,EE595,,3/25/2021 18:42,,3/25/2021 18:42,CORE
2012PH13,3,3,PH591,,3/24/2021 22:51,,3/24/2021 22:51,CORE
2012PH03,3,3,PH525,,3/22/2021 20:47,,3/22/2021 20:47,CORE
2012MA15,3,3,MA521,,3/24/2021 22:40,,3/24/2021 22:40,CORE
1801CB05,7,7,CB409,,7/23/2021 10:50,,7/23/2021 10:50,CORE
2012MA13,3,3,MA529,,3/23/2021 13:43,,3/23/2021 13:43,Elective - I
2012MA12,3,3,MA521,,3/24/2021 14:44,,3/24/2021 14:44,CORE
2012MA10,3,3,MA591,,3/22/2021 15:23,,3/22/2021 15:23,CORE
2012MA10,3,3,MA525,,3/22/2021 15:23,,3/22/2021 15:23,CORE
2012MA09,3,3,MA521,,3/25/2021 12:05,,3/25/2021 12:05,CORE
2012MA08,3,3,MA523,,3/25/2021 20:57,,3/25/2021 20:57,CORE
2012MA05,3,3,MA529,,3/24/2021 9:58,,3/24/2021 9:58,Elective - II
2012CH19,3,3,CH530,,3/23/2021 10:22,,3/23/2021 10:22,CORE
2012CH12,3,3,CH527,,3/25/2021 21:20,,3/25/2021 21:20,CORE
2012CH08,3,3,CH523,,3/23/2021 10:12,,3/23/2021 10:12,CORE
2011MT12,3,3,MH603,,3/22/2021 11:59,,3/22/2021 11:59,CORE
2011EE13,3,3,EE595,,3/22/2021 11:21,,3/22/2021 11:21,CORE
2012PH20,3,3,PH521,,3/25/2021 11:02,,3/25/2021 11:02,CORE
2012PH13,3,3,PH601,,3/24/2021 22:51,,3/24/2021 22:51,Elective - I
2012PH09,3,3,PH521,,3/24/2021 18:32,,3/24/2021 18:32,CORE
2012PH03,3,3,PH527,,3/22/2021 20:47,,3/22/2021 20:47,CORE
2012MA15,3,3,MA525,,3/24/2021 22:40,,3/24/2021 22:40,CORE
2012MA15,3,3,MA523,,3/24/2021 22:40,,3/24/2021 22:40,CORE
1801CB10,7,7,CB417,,7/23/2021 11:14,,7/23/2021 11:14,CORE
1801CB10,7,7,PH401,,7/23/2021 11:14,,7/23/2021 11:14,Open Elective - III
2012MA14,3,3,MA525,,3/22/2021 21:28,,3/22/2021 21:28,CORE
2012MA13,3,3,MA533,,3/23/2021 13:43,,3/23/2021 13:43,Elective - II
1801CB05,7,7,PH403,,7/23/2021 10:50,,7/23/2021 10:50,Open Elective - III
2012MA12,3,3,MA523,,3/24/2021 14:44,,3/24/2021 14:44,CORE
2012MA11,3,3,MA529,,3/22/2021 18:06,,3/22/2021 18:06,Elective - I
2012MA11,3,3,MA521,,3/22/2021 18:06,,3/22/2021 18:06,CORE
1801CB12,7,7,CB401,,7/23/2021 12:09,,7/23/2021 12:09,CORE
2012MA10,3,3,MA529,,3/22/2021 15:23,,3/22/2021 15:23,Elective - I
1801CB12,7,7,CB407,,7/23/2021 12:09,,7/23/2021 12:09,CORE
2012MA09,3,3,MA523,,3/25/2021 12:05,,3/25/2021 12:05,CORE
2012MA08,3,3,MA527,,3/25/2021 20:57,,3/25/2021 20:57,Elective - I
2012MA08,3,3,MA525,,3/25/2021 20:57,,3/25/2021 20:57,CORE
2121EE01,2,2,EE523,,3/25/2021 23:29,,3/25/2021 23:29,CREDIT
2012MA05,3,3,MA591,,3/24/2021 9:58,,3/24/2021 9:58,CORE
2012CH22,3,3,CH525,,3/23/2021 10:16,,3/23/2021 10:16,CORE
2012CH19,3,3,CH591,,3/23/2021 10:22,,3/23/2021 10:22,CORE
2012CH16,3,3,CH591,,3/25/2021 10:26,,3/25/2021 10:26,CORE
2012CH12,3,3,CH530,,3/25/2021 21:20,,3/25/2021 21:20,CORE
2012CH10,3,3,CH530,,3/24/2021 22:19,,3/24/2021 22:19,CORE
2012CH08,3,3,CH525,,3/23/2021 10:12,,3/23/2021 10:12,CORE
2012CH05,3,3,CH605,,3/24/2021 20:26,,3/24/2021 20:26,Elective - I
2011MT14,3,3,MH603,,3/24/2021 15:17,,3/24/2021 15:17,CORE
2011MC07,3,3,MA603,,3/22/2021 21:33,,3/22/2021 21:33,CORE
2011EE14,3,3,EE595,,3/22/2021 10:12,,3/22/2021 10:12,CORE
2121CB10,2,2,CB501,,3/24/2021 23:16,,3/24/2021 23:16,AUDIT
2012PH20,3,3,PH523,,3/25/2021 11:02,,3/25/2021 11:02,CORE
2012PH16,3,3,PH604,,3/24/2021 20:07,,3/24/2021 20:07,Elective - I
2012PH14,3,3,PH521,,3/25/2021 9:08,,3/25/2021 9:08,CORE
2012PH11,3,3,PH525,,3/24/2021 20:13,,3/24/2021 20:13,CORE
2012PH09,3,3,PH523,,3/24/2021 18:32,,3/24/2021 18:32,CORE
2012PH07,3,3,PH521,,3/23/2021 20:02,,3/23/2021 20:02,CORE
2012PH03,3,3,PH591,,3/22/2021 20:47,,3/22/2021 20:47,CORE
2012MA19,3,3,MA523,,3/25/2021 21:53,,3/25/2021 21:53,CORE
2012MA15,3,3,MA529,,3/24/2021 22:40,,3/24/2021 22:40,Elective - I
1801CB10,7,7,CB409,,7/23/2021 11:14,,7/23/2021 11:14,CORE
1801CB05,7,7,CB407,,7/23/2021 10:50,,7/23/2021 10:50,CORE
1801CB20,7,7,CB401,,7/24/2021 10:07,,7/24/2021 10:07,CORE
1801CB20,7,7,CB405,,7/24/2021 10:07,,7/24/2021 10:07,CORE
1801CB20,7,7,CB407,,7/24/2021 10:07,,7/24/2021 10:07,CORE
1801CB20,7,7,CB409,,7/24/2021 10:07,,7/24/2021 10:07,CORE
1801CB05,7,7,CB417,,7/23/2021 10:50,,7/23/2021 10:50,CORE
2012MA14,3,3,MA527,,3/22/2021 21:28,,3/22/2021 21:28,Elective - II
2012MA14,3,3,MA523,,3/22/2021 21:28,,3/22/2021 21:28,CORE
2012MA13,3,3,MA591,,3/23/2021 13:43,,3/23/2021 13:43,CORE
1801CB21,7,7,CB407,,7/23/2021 13:54,,7/23/2021 13:54,CORE
1801CB11,7,7,CB407,,7/23/2021 10:48,,7/23/2021 10:48,CORE
2012MA12,3,3,MA529,,3/24/2021 14:44,,3/24/2021 14:44,Elective - II
2012MA12,3,3,MA525,,3/24/2021 14:44,,3/24/2021 14:44,CORE
1801CB22,7,7,CB401,,7/23/2021 13:51,,7/23/2021 13:51,CORE
1801CB04,7,7,CB405,,7/23/2021 13:54,,7/23/2021 13:54,CORE
2012MA11,3,3,MA527,,3/22/2021 18:06,,3/22/2021 18:06,Elective - II
2012MA11,3,3,MA523,,3/22/2021 18:06,,3/22/2021 18:06,CORE
1801CB22,7,7,CB417,,7/23/2021 13:51,,7/23/2021 13:51,CORE
1801CB22,7,7,PH401,,7/23/2021 13:51,,7/23/2021 13:51,Open Elective - III
1801CB07,7,7,CB405,,7/23/2021 11:17,,7/23/2021 11:17,CORE
2012MA10,3,3,MA533,,3/22/2021 15:23,,3/22/2021 15:23,Elective - II
1801CB23,7,7,CB407,,7/23/2021 12:23,,7/23/2021 12:23,CORE
1801CB23,7,7,CB409,,7/23/2021 12:23,,7/23/2021 12:23,CORE
1801CB23,7,7,CB417,,7/23/2021 12:23,,7/23/2021 12:23,CORE
2012MA09,3,3,MA525,,3/25/2021 12:05,,3/25/2021 12:05,CORE
2012MA08,3,3,MA529,,3/25/2021 20:57,,3/25/2021 20:57,Elective - II
1801CB24,7,7,CB405,,7/24/2021 10:13,,7/24/2021 10:13,CORE
2121HS02,2,2,HS713,,3/22/2021 17:11,,3/22/2021 17:11,CREDIT
2121HS02,2,2,HS725,,3/22/2021 17:11,,3/22/2021 17:11,CREDIT
2121EE02,2,2,EE570,,3/25/2021 22:51,,3/25/2021 22:51,CREDIT
2121EE02,2,2,CS564,,3/25/2021 22:51,,3/25/2021 22:51,CREDIT
2121EE01,2,2,EE512,,3/25/2021 23:29,,3/25/2021 23:29,CREDIT
2012MA06,3,3,MA521,,3/22/2021 14:00,,3/22/2021 14:00,CORE
1801CB14,7,7,CB407,,7/23/2021 11:19,,7/23/2021 11:19,CORE
2012CH22,3,3,CH527,,3/23/2021 10:16,,3/23/2021 10:16,CORE
2012CH21,3,3,CH591,,3/23/2021 22:22,,3/23/2021 22:22,CORE
2012CH19,3,3,CH605,,3/23/2021 10:22,,3/23/2021 10:22,Elective - I
2012CH17,3,3,CH605,,3/24/2021 22:02,,3/24/2021 22:02,Elective - I
2012CH16,3,3,CH605,,3/25/2021 10:26,,3/25/2021 10:26,Elective - I
2012CH14,3,3,CH605,,3/25/2021 10:01,,3/25/2021 10:01,Elective - I
2012CH12,3,3,CH591,,3/25/2021 21:20,,3/25/2021 21:20,CORE
2012CH11,3,3,CH591,,3/24/2021 23:55,,3/24/2021 23:55,CORE
2012CH10,3,3,CH591,,3/24/2021 22:19,,3/24/2021 22:19,CORE
2012CH09,3,3,CH591,,3/23/2021 10:12,,3/23/2021 10:12,CORE
2012CH08,3,3,CH527,,3/23/2021 10:12,,3/23/2021 10:12,CORE
1801CB09,7,7,CB407,,7/23/2021 21:51,,7/23/2021 21:51,CORE
2012CH06,3,3,CH521,,3/24/2021 22:10,,3/24/2021 22:10,CORE
2012CH02,3,3,CH591,,3/25/2021 21:47,,3/25/2021 21:47,CORE
2011MT15,3,3,MH603,,3/24/2021 14:39,,3/24/2021 14:39,CORE
2011MM04,3,3,MM603,,3/24/2021 10:07,,3/24/2021 10:07,CORE
2011MC08,3,3,MA603,,3/22/2021 20:27,,3/22/2021 20:27,CORE
2011EE29,3,3,EE518,,3/23/2021 23:45,,3/23/2021 23:45,CORE
2011EE15,3,3,EE595,,3/25/2021 12:19,,3/25/2021 12:19,CORE
2121CE16,2,2,CS575,,3/24/2021 11:11,,3/24/2021 11:11,CREDIT
2121CB11,2,2,CB501,,3/23/2021 21:42,,3/23/2021 21:42,CREDIT
2012PH24,3,3,PH525,,3/25/2021 10:07,,3/25/2021 10:07,CORE
2012PH20,3,3,PH525,,3/25/2021 11:02,,3/25/2021 11:02,CORE
2012PH19,3,3,PH523,,3/25/2021 9:45,,3/25/2021 9:45,CORE
2012PH17,3,3,PH521,,3/24/2021 22:51,,3/24/2021 22:51,CORE
2012PH15,3,3,PH521,,3/22/2021 18:54,,3/22/2021 18:54,CORE
2012PH14,3,3,PH523,,3/25/2021 9:08,,3/25/2021 9:08,CORE
2012PH12,3,3,PH527,,3/24/2021 23:19,,3/24/2021 23:19,CORE
2012PH11,3,3,PH527,,3/24/2021 20:13,,3/24/2021 20:13,CORE
2012PH09,3,3,PH604,,3/24/2021 18:32,,3/24/2021 18:32,Elective - I
2012PH09,3,3,PH525,,3/24/2021 18:32,,3/24/2021 18:32,CORE
2012PH08,3,3,PH521,,3/25/2021 19:14,,3/25/2021 19:14,CORE
2012PH07,3,3,PH523,,3/23/2021 20:02,,3/23/2021 20:02,CORE
1801CE06,7,7,CE491,,7/24/2021 12:40,,7/24/2021 12:40,CORE
2012PH03,3,3,PH601,,3/22/2021 20:47,,3/22/2021 20:47,Elective - I
2012MA23,3,3,MA591,,3/22/2021 15:32,,3/22/2021 15:32,CORE
2012MA19,3,3,MA525,,3/25/2021 21:53,,3/25/2021 21:53,CORE
2012MA15,3,3,MA539,,3/24/2021 22:40,,3/24/2021 22:40,Elective - II
1801CE06,7,7,PH401,,7/24/2021 12:40,,7/24/2021 12:40,Open Elective - III
1801CE07,7,7,CE491,,7/24/2021 10:12,,7/24/2021 10:12,CORE
1801CB19,7,7,CB417,,7/23/2021 11:58,,7/23/2021 11:58,CORE
1801CE07,7,7,CE543,,7/24/2021 10:12,,7/24/2021 10:12,Department Elective - II
1801CB19,7,7,PH403,,7/23/2021 11:58,,7/23/2021 11:58,Open Elective - III
1801CE07,7,7,CE571,,7/24/2021 10:12,,7/24/2021 10:12,Department Elective - III
1801CE07,7,7,HS451,,7/24/2021 10:12,,7/24/2021 10:12,Open Elective - III
1801CE08,7,7,CE491,,7/23/2021 10:28,,7/23/2021 10:28,CORE
1801CE08,7,7,CE495,,7/23/2021 10:28,,7/23/2021 10:28,CORE
1801CE08,7,7,CE545,,7/23/2021 10:28,,7/23/2021 10:28,Department Elective - II
1801CE08,7,7,CE549,,7/23/2021 10:28,,7/23/2021 10:28,Department Elective - I
1801CE08,7,7,CE571,,7/23/2021 10:28,,7/23/2021 10:28,Department Elective - III
1801CE08,7,7,PH403,,7/23/2021 10:28,,7/23/2021 10:28,Open Elective - III
1801CB20,7,7,CB417,,7/24/2021 10:07,,7/24/2021 10:07,CORE
1801CB11,7,7,CB401,,7/23/2021 10:48,,7/23/2021 10:48,CORE
1801CB20,7,7,HS451,,7/24/2021 10:07,,7/24/2021 10:07,Open Elective - III
1801CB04,7,7,CB401,,7/23/2021 13:54,,7/23/2021 13:54,CORE
1801CB21,7,7,CB401,,7/23/2021 13:54,,7/23/2021 13:54,CORE
1801CB11,7,7,CB405,,7/23/2021 10:48,,7/23/2021 10:48,CORE
1801CE10,7,7,CE491,,7/24/2021 14:08,,7/24/2021 14:08,CORE
2012MA14,3,3,MA521,,3/22/2021 21:28,,3/22/2021 21:28,CORE
1801CE10,7,7,CE517,,7/24/2021 14:08,,7/24/2021 14:08,Department Elective - I
1801CE10,7,7,CE543,,7/24/2021 14:08,,7/24/2021 14:08,Department Elective - II
1801CE10,7,7,CE571,,7/24/2021 14:08,,7/24/2021 14:08,Department Elective - III
1801CB21,7,7,CB409,,7/23/2021 13:54,,7/23/2021 13:54,CORE
2012MA13,3,3,MA523,,3/23/2021 13:43,,3/23/2021 13:43,CORE
2012MA12,3,3,MA591,,3/24/2021 14:44,,3/24/2021 14:44,CORE
2012MA12,3,3,MA527,,3/24/2021 14:44,,3/24/2021 14:44,Elective - I
1801CE14,7,7,CE549,,7/23/2021 19:44,,7/23/2021 19:44,Department Elective - I
1801CE14,7,7,CE571,,7/23/2021 19:44,,7/23/2021 19:44,Department Elective - III
1801CE14,7,7,PH401,,7/23/2021 19:44,,7/23/2021 19:44,Open Elective - III
1801CB22,7,7,CB405,,7/23/2021 13:51,,7/23/2021 13:51,CORE
1801CB07,7,7,CB401,,7/23/2021 11:17,,7/23/2021 11:17,CORE
1801CB22,7,7,CB407,,7/23/2021 13:51,,7/23/2021 13:51,CORE
1801CB11,7,7,PH401,,7/23/2021 10:48,,7/23/2021 10:48,Open Elective - III
1801CB22,7,7,CB409,,7/23/2021 13:51,,7/23/2021 13:51,CORE
2012MA11,3,3,MA525,,3/22/2021 18:06,,3/22/2021 18:06,CORE
1801CE16,7,7,CE491,,7/24/2021 10:04,,7/24/2021 10:04,CORE
1801CE16,7,7,CE495,,7/24/2021 10:04,,7/24/2021 10:04,CORE
1801CE16,7,7,CE543,,7/24/2021 10:04,,7/24/2021 10:04,Department Elective - II
1801CE16,7,7,CE549,,7/24/2021 10:04,,7/24/2021 10:04,Department Elective - I
1801CB23,7,7,CB401,,7/23/2021 12:23,,7/23/2021 12:23,CORE
1801CB12,7,7,CB405,,7/23/2021 12:09,,7/23/2021 12:09,CORE
1801CB23,7,7,CB405,,7/23/2021 12:23,,7/23/2021 12:23,CORE
1801CE17,7,7,CE495,,7/23/2021 19:42,,7/23/2021 19:42,CORE
1801CE17,7,7,CE543,,7/23/2021 19:42,,7/23/2021 19:42,Department Elective - II
1801CE17,7,7,CE549,,7/23/2021 19:42,,7/23/2021 19:42,Department Elective - I
1801CE17,7,7,CE571,,7/23/2021 19:42,,7/23/2021 19:42,Department Elective - III
1801CE17,7,7,PH401,,7/23/2021 19:42,,7/23/2021 19:42,Open Elective - III
1801CE18,7,7,CE491,,7/24/2021 9:33,,7/24/2021 9:33,CORE
1801CE18,7,7,CE495,,7/24/2021 9:33,,7/24/2021 9:33,CORE
1801CB07,7,7,CB407,,7/23/2021 11:17,,7/23/2021 11:17,CORE
2012MA09,3,3,MA527,,3/25/2021 12:05,,3/25/2021 12:05,Elective - I
1801CB12,7,7,CB417,,7/23/2021 12:09,,7/23/2021 12:09,CORE
2012MA08,3,3,MA591,,3/25/2021 20:57,,3/25/2021 20:57,CORE
1801CE19,7,7,CE491,,7/23/2021 19:45,,7/23/2021 19:45,CORE
1801CE19,7,7,CE495,,7/23/2021 19:45,,7/23/2021 19:45,CORE
2121ME20,2,2,ME521,,3/24/2021 16:43,,3/24/2021 16:43,CREDIT
2121ME20,2,2,MH503,,3/24/2021 16:43,,3/24/2021 16:43,AUDIT
2121MA03,2,2,MA527,,3/24/2021 22:17,,3/24/2021 22:17,CREDIT
2121HS13,2,2,HS711,,7/26/2021 12:42,,7/26/2021 12:42,CREDIT
2121EE06,2,2,CS564,,3/23/2021 15:52,,3/23/2021 15:52,CREDIT
2121HS04,2,2,HS732,,3/24/2021 15:10,,3/24/2021 15:10,CREDIT
2121EE08,2,2,EE540,,3/24/2021 19:25,,3/24/2021 19:25,CREDIT
2121EE06,2,2,EE534,,3/23/2021 15:52,,3/23/2021 15:52,CREDIT
2121HS05,2,2,HS711,,3/24/2021 9:44,,3/24/2021 9:44,CREDIT
2121EE03,2,2,CS564,,3/25/2021 15:11,,3/25/2021 15:11,CREDIT
2012MA07,3,3,MA533,,3/23/2021 18:30,,3/23/2021 18:30,Elective - II
2012MA06,3,3,MA523,,3/22/2021 14:00,,3/22/2021 14:00,CORE
1801CB25,7,7,CB407,,7/23/2021 20:15,,7/23/2021 20:15,CORE
1801CE21,7,7,CE545,,7/23/2021 9:42,,7/23/2021 9:42,Department Elective - III
2012MA03,3,3,MA591,,3/24/2021 22:30,,3/24/2021 22:30,CORE
2012CH22,3,3,CH530,,3/23/2021 10:16,,3/23/2021 10:16,CORE
2012CH22,3,3,CH521,,3/23/2021 10:16,,3/23/2021 10:16,CORE
2012CH21,3,3,CH605,,3/23/2021 22:22,,3/23/2021 22:22,Elective - I
2012CH21,3,3,CH527,,3/23/2021 22:22,,3/23/2021 22:22,CORE
2012CH20,3,3,CH521,,3/23/2021 21:01,,3/23/2021 21:01,CORE
2012CH18,3,3,CH591,,3/23/2021 20:19,,3/23/2021 20:19,CORE
2012CH18,3,3,CH521,,3/23/2021 20:19,,3/23/2021 20:19,CORE
2012CH17,3,3,CH521,,3/24/2021 22:02,,3/24/2021 22:02,CORE
1801CE24,7,7,CE495,,7/24/2021 12:41,,7/24/2021 12:41,CORE
2012CH15,3,3,CH523,,3/25/2021 11:49,,3/25/2021 11:49,CORE
2012CH15,3,3,CB501,,3/25/2021 11:49,,3/25/2021 11:49,Elective - I
2012CH13,3,3,CH591,,3/25/2021 22:04,,3/25/2021 22:04,CORE
2012CH12,3,3,CH605,,3/25/2021 21:20,,3/25/2021 21:20,Elective - I
1801CE26,7,7,CE491,,7/23/2021 19:43,,7/23/2021 19:43,CORE
2012CH11,3,3,CH605,,3/24/2021 23:55,,3/24/2021 23:55,Elective - I
1801CE26,7,7,CE543,,7/23/2021 19:43,,7/23/2021 19:43,Department Elective - II
2012CH10,3,3,CH605,,3/24/2021 22:19,,3/24/2021 22:19,Elective - I
1801CE26,7,7,CE571,,7/23/2021 19:43,,7/23/2021 19:43,Department Elective - III
2012CH09,3,3,CH605,,3/23/2021 10:12,,3/23/2021 10:12,Elective - I
1801CB28,7,7,CB405,,7/23/2021 21:39,,7/23/2021 21:39,CORE
2012CH08,3,3,CH530,,3/23/2021 10:12,,3/23/2021 10:12,CORE
1801CB28,7,7,CB407,,7/23/2021 21:39,,7/23/2021 21:39,CORE
1801CB15,7,7,CB407,,7/23/2021 11:49,,7/23/2021 11:49,CORE
2012CH07,3,3,CH521,,3/25/2021 21:55,,3/25/2021 21:55,CORE
2012CH06,3,3,CH523,,3/24/2021 22:10,,3/24/2021 22:10,CORE
2012CH04,3,3,CH530,,3/25/2021 16:24,,3/25/2021 16:24,CORE
2012CH03,3,3,CH521,,3/22/2021 9:34,,3/22/2021 9:34,CORE
2012CH01,3,3,CH525,,3/24/2021 22:08,,3/24/2021 22:08,CORE
2011MT16,3,3,MH603,,3/22/2021 12:16,,3/22/2021 12:16,CORE
2011MT07,3,3,MH603,,3/22/2021 12:26,,3/22/2021 12:26,CORE
2011MM05,3,3,MM603,,3/23/2021 14:21,,3/23/2021 14:21,CORE
2011ME11,3,3,ME603,,3/25/2021 9:21,,3/25/2021 9:21,CORE
2011MC11,3,3,MA603,,3/24/2021 21:17,,3/24/2021 21:17,CORE
2011MC06,3,3,MA603,,3/23/2021 1:13,,3/23/2021 1:13,CORE
2011EE31,3,3,EE518,,3/24/2021 20:58,,3/24/2021 20:58,CORE
2011EE24,3,3,EE518,,3/24/2021 12:39,,3/24/2021 12:39,CORE
2011EE16,3,3,EE595,,3/24/2021 16:17,,3/24/2021 16:17,CORE
2121CH02,2,2,CH605,,3/25/2021 15:41,,3/25/2021 15:41,CREDIT
1801CE31,7,7,CE495,,7/23/2021 9:42,,7/23/2021 9:42,CORE
2121CB12,2,2,CE571,,3/26/2021 8:21,,3/26/2021 8:21,CREDIT
2121CB11,2,2,CB503,,3/23/2021 21:42,,3/23/2021 21:42,CREDIT
2113CS01,2,2,CS514,,7/23/2021 13:01,,7/23/2021 13:01,CORE
2012PH24,3,3,PH527,,3/25/2021 10:07,,3/25/2021 10:07,CORE
2012PH21,3,3,PH591,,3/22/2021 10:38,,3/22/2021 10:38,CORE
2012PH20,3,3,PH527,,3/25/2021 11:02,,3/25/2021 11:02,CORE
2012PH19,3,3,PH601,,3/25/2021 9:45,,3/25/2021 9:45,Elective - I
2012PH19,3,3,PH525,,3/25/2021 9:45,,3/25/2021 9:45,CORE
2012PH19,3,3,PH521,,3/25/2021 9:45,,3/25/2021 9:45,CORE
2012PH17,3,3,PH523,,3/24/2021 22:51,,3/24/2021 22:51,CORE
2012PH15,3,3,PH523,,3/22/2021 18:54,,3/22/2021 18:54,CORE
1801CS01,7,7,CS555,,7/23/2021 2:00,,7/23/2021 2:00,Department Elective - III
1801CS01,7,7,CS571,,7/23/2021 2:00,,7/23/2021 2:00,Department Elective - II
2012PH14,3,3,PH525,,3/25/2021 9:08,,3/25/2021 9:08,CORE
1801CE05,7,7,CE491,,7/24/2021 10:08,,7/24/2021 10:08,CORE
2012PH12,3,3,PH591,,3/24/2021 23:19,,3/24/2021 23:19,CORE
2012PH11,3,3,PH591,,3/24/2021 20:13,,3/24/2021 20:13,CORE
1801CS02,7,7,CS571,,7/23/2021 10:07,,7/23/2021 10:07,Department Elective - II
2012PH10,3,3,PH604,,3/22/2021 19:43,,3/22/2021 19:43,Elective - I
2012PH10,3,3,PH521,,3/22/2021 19:43,,3/22/2021 19:43,CORE
1801CE05,7,7,CE549,,7/24/2021 10:08,,7/24/2021 10:08,Department Elective - I
2012PH09,3,3,PH527,,3/24/2021 18:32,,3/24/2021 18:32,CORE
2012PH08,3,3,PH527,,3/25/2021 19:14,,3/25/2021 19:14,CORE
2012PH08,3,3,PH523,,3/25/2021 19:14,,3/25/2021 19:14,CORE
2012PH07,3,3,PH525,,3/23/2021 20:02,,3/23/2021 20:02,CORE
1801CS05,7,7,CS491,,7/23/2021 10:09,,7/23/2021 10:09,CORE
1801CS05,7,7,CS555,,7/23/2021 10:09,,7/23/2021 10:09,Department Elective - III
1801CS05,7,7,CS571,,7/23/2021 10:09,,7/23/2021 10:09,Department Elective - II
2012PH05,3,3,PH601,,3/24/2021 21:41,,3/24/2021 21:41,Elective - I
2012PH04,3,3,PH521,,3/24/2021 22:55,,3/24/2021 22:55,CORE
2012PH01,3,3,PH604,,3/25/2021 2:32,,3/25/2021 2:32,Elective - I
2012MA24,3,3,MA521,,3/22/2021 10:22,,3/22/2021 10:22,CORE
2012MA21,3,3,MA539,,3/23/2021 17:44,,3/23/2021 17:44,Elective - II
2012MA19,3,3,MA527,,3/25/2021 21:53,,3/25/2021 21:53,Elective - I
2012MA16,3,3,MA539,,3/24/2021 16:28,,3/24/2021 16:28,Elective - II
2012MA15,3,3,MA591,,3/24/2021 22:40,,3/24/2021 22:40,CORE
1801CS08,7,7,CS564,,7/23/2021 11:06,,7/23/2021 11:06,Department Elective - III
1801CS08,7,7,CS571,,7/23/2021 11:06,,7/23/2021 11:06,Department Elective - II
1801CS08,7,7,CS575,,7/23/2021 11:06,,7/23/2021 11:06,Department Elective - IV
1801CS08,7,7,PH401,,7/23/2021 11:06,,7/23/2021 11:06,Open Elective
1801CE07,7,7,CE495,,7/24/2021 10:12,,7/24/2021 10:12,CORE
1801CS09,7,7,CS555,,7/23/2021 10:03,,7/23/2021 10:03,Department Elective - III
1801CS09,7,7,CS571,,7/23/2021 10:03,,7/23/2021 10:03,Department Elective - II
1801CS09,7,7,CS577,,7/23/2021 10:03,,7/23/2021 10:03,Department Elective - IV
1801CE07,7,7,CE549,,7/24/2021 10:12,,7/24/2021 10:12,Department Elective - I
1801CS10,7,7,CS491,,7/23/2021 1:05,,7/23/2021 1:05,CORE
1801CS10,7,7,CS555,,7/23/2021 1:05,,7/23/2021 1:05,Department Elective - III
1801CS10,7,7,CS571,,7/23/2021 1:05,,7/23/2021 1:05,Department Elective - II
1801CS10,7,7,CS577,,7/23/2021 1:05,,7/23/2021 1:05,Department Elective - IV
1801CS10,7,7,PH401,,7/23/2021 1:05,,7/23/2021 1:05,Open Elective
1801CS11,7,7,CS491,,7/23/2021 12:31,,7/23/2021 12:31,CORE
1801CS11,7,7,CS555,,7/23/2021 12:31,,7/23/2021 12:31,Department Elective - III
1801CS11,7,7,CS571,,7/23/2021 12:31,,7/23/2021 12:31,Department Elective - II
1801CS11,7,7,CS577,,7/23/2021 12:31,,7/23/2021 12:31,Department Elective - IV
1801CS11,7,7,PH401,,7/23/2021 12:31,,7/23/2021 12:31,Open Elective
1801CS12,7,7,CS491,,7/23/2021 13:14,,7/23/2021 13:14,CORE
1801CS12,7,7,CS555,,7/23/2021 13:14,,7/23/2021 13:14,Department Elective - III
1801CS12,7,7,CS571,,7/23/2021 13:14,,7/23/2021 13:14,Department Elective - II
1801CS12,7,7,CS577,,7/23/2021 13:14,,7/23/2021 13:14,Department Elective - IV
1801CS12,7,7,HS451,,7/23/2021 13:14,,7/23/2021 13:14,Open Elective
1801CS13,7,7,CS491,,7/23/2021 10:14,,7/23/2021 10:14,CORE
1801CS13,7,7,CS555,,7/23/2021 10:14,,7/23/2021 10:14,Department Elective - III
1801CS13,7,7,CS571,,7/23/2021 10:14,,7/23/2021 10:14,Department Elective - II
1801CS13,7,7,CS577,,7/23/2021 10:14,,7/23/2021 10:14,Department Elective - IV
1801CS13,7,7,PH401,,7/23/2021 10:14,,7/23/2021 10:14,Open Elective
1801CS14,7,7,CS491,,7/23/2021 10:15,,7/23/2021 10:15,CORE
1801CS14,7,7,CS555,,7/23/2021 10:15,,7/23/2021 10:15,Department Elective - III
